SampleID	Cytokine	value	region
MA5	IL.1RA	229.74	Plasma
MLB	IL.1RA	1142.76	Plasma
DECG	IL.1RA	4.25524005220262	Plasma
M1520	IL.1RA	85.56	Plasma
ZE88	IL.1RA	351.49	Plasma
DF11	IL.1RA	7.09	Plasma
M47	IL.1RA	1224.68	Plasma
X35	IL.1RA	1.57394059959816	Plasma
R32	IL.1RA	759.36	Plasma
T19	IL.1RA	5.44360185614829	Plasma
PH0692	IL.1RA	56.36	Plasma
Animal.99R1458	IL.1RA	26.31	Plasma
Animal.98P009	IL.1RA	114.63	Plasma
Animal.1087	IL.1RA	6.75457614220777	Plasma
M1418	IL.1RA	2.34447678273008	Plasma
RQ6713	IL.1RA	13.68	Plasma
RQ6687	IL.1RA	49.07	Plasma
T75	IL.1RA	33.4	Plasma
X19	IL.1RA	64.66	Plasma
T51	IL.1RA	1.6711528027911	Plasma
IA66.7.mos	IL.1RA	204.41	Plasma
KF35.7.mos	IL.1RA	34.8	Plasma
KG04.7.mos	IL.1RA	7.09	Plasma
KG56.7.mos	IL.1RA	1.85979707670343	Plasma
KT85.7.mos	IL.1RA	28.52	Plasma
JL80	IL.1RA	191.21	Plasma
JT67	IL.1RA	112.9	Plasma
KB32	IL.1RA	270.69	Plasma
KC93	IL.1RA	147.39	Plasma
KF04	IL.1RA	332.25	Plasma
KI63	IL.1RA	168.34	Plasma
KA87	IL.1RA	210.09	Plasma
KC07	IL.1RA	8.55	Plasma
JF27	IL.1RA	32.42	Plasma
JF82	IL.1RA	34.08	Plasma
JM03	IL.1RA	22.09	Plasma
JN22	IL.1RA	37.34	Plasma
JP70	IL.1RA	42.14	Plasma
JT22	IL.1RA	201.87	Plasma
JT94	IL.1RA	870.42	Plasma
JI14	IL.1RA	86.04	Plasma
JJ55	IL.1RA	159.78	Plasma
CK62	IL.1RA	98.3	Plasma
DD23	IL.1RA	118.13	Plasma
EF54	IL.1RA	8.55	Plasma
DF53	IL.1RA	291.82	Plasma
CM82	IL.1RA	163.46	Plasma
CR98	IL.1RA	171.99	Plasma
DB57	IL.1RA	167.13	Plasma
CE15	IL.1RA	152.37	Plasma
DB59	IL.1RA	360.16	Plasma
IK28	IL.1RA	27.35	Plasma
EB25	IL.1RA	63.36	Plasma
EA49	IL.1RA	29.06	Plasma
EC72	IL.1RA	165.9	Plasma
M148.d0	IL.1RA	137.35	Plasma
P081.d0	IL.1RA	208.92	Plasma
M148.d31	IL.1RA	1708.13	Plasma
P081.d31	IL.1RA	585.87	Plasma
AH74.d48	IL.1RA	266.2	Plasma
DI57.d48	IL.1RA	267.33	Plasma
T657.d48	IL.1RA	349.47	Plasma
P519.d48	IL.1RA	88.8	Plasma
AH74.d0	IL.1RA	111.59	Plasma
DI57.d0	IL.1RA	322.49	Plasma
T657.d0	IL.1RA	52.95	Plasma
P519.d0	IL.1RA	142.39	Plasma
IA66.d0	IL.15	31.48	Plasma
KF35.d0	IL.15	35.21	Plasma
KG04.d0	IL.15	14.28	Plasma
KG56.d0	IL.15	12.23	Plasma
KT85.d0	IL.15	11.53	Plasma
KV82.d0	IL.15	13.15	Plasma
IA66.d35	IL.15	3.54	Plasma
KF35.d35	IL.15	39.13	Plasma
KG04.d35	IL.15	1.10435509513136	Plasma
KG56.d35	IL.15	2.47	Plasma
KT85.d35	IL.15	7.88	Plasma
KV82.d35	IL.15	1.44783160817367	Plasma
IA66.d125	IL.15	16.39	Plasma
KF35.d97	IL.15	46.37	Plasma
KG04.d125	IL.15	1.29187054747076	Plasma
KG56.d125	IL.15	4.97	Plasma
KT85.d125	IL.15	1.35213378869952	Plasma
KV82.d125	IL.15	1.405880919088	Plasma
IA66.10.mos	IL.15	16.55	Plasma
KF35.10.mos	IL.15	40.33	Plasma
KG04.10.mos	IL.15	5.45	Plasma
KG56.10.mos	IL.15	8.77	Plasma
KT85.10.mos	IL.15	17.11	Plasma
KV82.10.mos	IL.15	0.258289069448318	Plasma
MRN	IL.15	1.41397135330508	Plasma
M87	IL.15	35.94	Plasma
DF59	IL.15	0.465240143251968	Plasma
DERX	IL.15	7.48	Plasma
JAL	IL.15	4.75	Plasma
ZF36	IL.15	117.82	Plasma
M1522	IL.15	14.24	Plasma
A6V084	IL.15	37.42	Plasma
MA5	IL.15	18.79	Plasma
MLB	IL.15	182.4	Plasma
DECG	IL.15	0.61906299322829	Plasma
M1520	IL.15	17.39	Plasma
ZE88	IL.15	43.22	Plasma
DF11	IL.15	0.996436228532578	Plasma
M47	IL.15	99.92	Plasma
X35	IL.15	0.22486316777708	Plasma
R32	IL.15	73.33	Plasma
T19	IL.15	0.136637641346071	Plasma
PH0692	IL.15	0.330429398432439	Plasma
Animal.99R1458	IL.15	0.126244485787541	Plasma
Animal.98P009	IL.15	8.65	Plasma
Animal.1087	IL.15	0.479175056716977	Plasma
M1418	IL.15	0.656202205020846	Plasma
RQ6713	IL.15	0.142966517973637	Plasma
RQ6687	IL.15	0.366519353439706	Plasma
T75	IL.15	3.32	Plasma
X19	IL.15	12.47	Plasma
T51	IL.15	2.16	Plasma
IA66.7.mos	IL.15	4.75	Plasma
KF35.7.mos	IL.15	3.28	Plasma
KG04.7.mos	IL.15	0.778096561309888	Plasma
KG56.7.mos	IL.15	1.66	Plasma
KT85.7.mos	IL.15	8.13	Plasma
JL80	IL.15	44.19	Plasma
JT67	IL.15	13.51	Plasma
KB32	IL.15	53.01	Plasma
KC93	IL.15	18.56	Plasma
KF04	IL.15	54.84	Plasma
KI63	IL.15	22.86	Plasma
KA87	IL.15	15.23	Plasma
KC07	IL.15	1.85	Plasma
JF27	IL.15	2.25	Plasma
JF82	IL.15	6.16	Plasma
JM03	IL.15	0.362980773255956	Plasma
JN22	IL.15	6.16	Plasma
JP70	IL.15	0.925161786720051	Plasma
JT22	IL.15	45.13	Plasma
JT94	IL.15	82.01	Plasma
JI14	IL.15	18.56	Plasma
JJ55	IL.15	31.09	Plasma
CK62	IL.15	27.03	Plasma
DD23	IL.15	21.8	Plasma
EF54	IL.15	0.694182907546519	Plasma
DF53	IL.15	65.58	Plasma
CM82	IL.15	17.46	Plasma
CR98	IL.15	23.65	Plasma
DB57	IL.15	35.54	Plasma
CE15	IL.15	31.84	Plasma
DB59	IL.15	77.1	Plasma
IK28	IL.15	7.14	Plasma
EB25	IL.15	12.64	Plasma
EA49	IL.15	7.46	Plasma
EC72	IL.15	28.31	Plasma
M148.d0	IL.15	26.51	Plasma
P081.d0	IL.15	43.01	Plasma
M148.d31	IL.15	181.28	Plasma
P081.d31	IL.15	51.79	Plasma
AH74.d48	IL.15	46.31	Plasma
DI57.d48	IL.15	52.1	Plasma
T657.d48	IL.15	72.36	Plasma
P519.d48	IL.15	18.02	Plasma
AH74.d0	IL.15	19.93	Plasma
DI57.d0	IL.15	71.49	Plasma
T657.d0	IL.15	16.35	Plasma
P519.d0	IL.15	20.46	Plasma
IA66.d0	IL.7	1.26	Plasma
KF35.d0	IL.7	2	Plasma
KG04.d0	IL.7	2.51	Plasma
KG56.d0	IL.7	1.42	Plasma
KT85.d0	IL.7	0.48	Plasma
KV82.d0	IL.7	0.8	Plasma
IA66.d35	IL.7	1.79	Plasma
KF35.d35	IL.7	6.08	Plasma
KG04.d35	IL.7	2.16	Plasma
KG56.d35	IL.7	2.71	Plasma
KT85.d35	IL.7	2.01	Plasma
KV82.d35	IL.7	1.63	Plasma
IA66.d125	IL.7	2.22	Plasma
KF35.d97	IL.7	5.71	Plasma
KG04.d125	IL.7	1.91	Plasma
KG56.d125	IL.7	1.91	Plasma
KT85.d125	IL.7	1.09	Plasma
KV82.d125	IL.7	1.6	Plasma
IA66.10.mos	IL.7	2.61	Plasma
KF35.10.mos	IL.7	6.98	Plasma
KG04.10.mos	IL.7	2.81	Plasma
KG56.10.mos	IL.7	2.44	Plasma
KT85.10.mos	IL.7	3.53	Plasma
KV82.10.mos	IL.7	0.51	Plasma
MRN	IL.7	1.93	Plasma
M87	IL.7	4.78	Plasma
DF59	IL.7	4.86	Plasma
DERX	IL.7	3.09	Plasma
JAL	IL.7	2.02	Plasma
ZF36	IL.7	11.93	Plasma
M1522	IL.7	3.68	Plasma
A6V084	IL.7	5.59	Plasma
MA5	IL.7	2.93	Plasma
MLB	IL.7	19.31	Plasma
DECG	IL.7	0.83	Plasma
M1520	IL.7	1.54	Plasma
ZE88	IL.7	5.48	Plasma
DF11	IL.7	0.4	Plasma
M47	IL.7	13.06	Plasma
X35	IL.7	0.66	Plasma
R32	IL.7	7.38	Plasma
T19	IL.7	0.89	Plasma
PH0692	IL.7	0.63	Plasma
Animal.99R1458	IL.7	0.14	Plasma
Animal.98P009	IL.7	2.28	Plasma
Animal.1087	IL.7	0.56	Plasma
M1418	IL.7	0.62	Plasma
RQ6713	IL.7	0.4	Plasma
RQ6687	IL.7	0.76	Plasma
T75	IL.7	3.07	Plasma
X19	IL.7	2.93	Plasma
T51	IL.7	0.0555907962356742	Plasma
IA66.7.mos	IL.7	1.12	Plasma
KF35.7.mos	IL.7	2.69	Plasma
KG04.7.mos	IL.7	1.67	Plasma
KG56.7.mos	IL.7	2.28	Plasma
KT85.7.mos	IL.7	1.93	Plasma
JL80	IL.7	1.14	Plasma
JT67	IL.7	1.26	Plasma
KB32	IL.7	3.73	Plasma
KC93	IL.7	3.65	Plasma
KF04	IL.7	3.09	Plasma
KI63	IL.7	1.83	Plasma
KA87	IL.7	1.02	Plasma
KC07	IL.7	1.23	Plasma
JF27	IL.7	0.87	Plasma
JF82	IL.7	0.84	Plasma
JM03	IL.7	0.7	Plasma
JN22	IL.7	1.2	Plasma
JP70	IL.7	0.91	Plasma
JT22	IL.7	1.93	Plasma
JT94	IL.7	6.42	Plasma
JI14	IL.7	1.58	Plasma
JJ55	IL.7	2.11	Plasma
CK62	IL.7	1.62	Plasma
DD23	IL.7	1.88	Plasma
EF54	IL.7	0.96	Plasma
DF53	IL.7	3.37	Plasma
CM82	IL.7	1.81	Plasma
CR98	IL.7	1.88	Plasma
DB57	IL.7	2.22	Plasma
CE15	IL.7	2.47	Plasma
DB59	IL.7	3.41	Plasma
IK28	IL.7	1.53	Plasma
EB25	IL.7	1.28	Plasma
EA49	IL.7	1.28	Plasma
EC72	IL.7	3.12	Plasma
M148.d0	IL.7	2.59	Plasma
P081.d0	IL.7	1.85	Plasma
M148.d31	IL.7	18.41	Plasma
P081.d31	IL.7	4.09	Plasma
AH74.d48	IL.7	2.74	Plasma
DI57.d48	IL.7	2.14	Plasma
T657.d48	IL.7	3.51	Plasma
P519.d48	IL.7	1.2	Plasma
AH74.d0	IL.7	1.87	Plasma
DI57.d0	IL.7	2.64	Plasma
T657.d0	IL.7	0.87	Plasma
P519.d0	IL.7	2.22	Plasma
IA66.d0	sCD40L	0.119502961246422	Plasma
KF35.d0	sCD40L	7.48	Plasma
KG04.d0	sCD40L	11.27	Plasma
KG56.d0	sCD40L	32.15	Plasma
KT85.d0	sCD40L	0.476178138171409	Plasma
KV82.d0	sCD40L	0.034883033380001	Plasma
IA66.d35	sCD40L	154.83	Plasma
KF35.d35	sCD40L	56.31	Plasma
KG04.d35	sCD40L	14.96	Plasma
KG56.d35	sCD40L	22.3	Plasma
KT85.d35	sCD40L	148.61	Plasma
KV82.d35	sCD40L	5.56	Plasma
IA66.d125	sCD40L	0.370647036886957	Plasma
KF35.d97	sCD40L	7.49	Plasma
KG04.d125	sCD40L	4.56	Plasma
KG56.d125	sCD40L	40.46	Plasma
KT85.d125	sCD40L	0.0472208226911452	Plasma
KV82.d125	sCD40L	0.447041313376584	Plasma
IA66.10.mos	sCD40L	0.422487973679666	Plasma
KF35.10.mos	sCD40L	3.62	Plasma
KG04.10.mos	sCD40L	5.88	Plasma
KG56.10.mos	sCD40L	30.02	Plasma
KT85.10.mos	sCD40L	0.449312943833334	Plasma
KV82.10.mos	sCD40L	0.492196635402796	Plasma
MRN	sCD40L	0.409644206778201	Plasma
M87	sCD40L	0.267983409135902	Plasma
DF59	sCD40L	2.59	Plasma
DERX	sCD40L	0.549505773222851	Plasma
JAL	sCD40L	12.92	Plasma
ZF36	sCD40L	4.01	Plasma
M1522	sCD40L	19.26	Plasma
A6V084	sCD40L	71.34	Plasma
MA5	sCD40L	0.426612243839952	Plasma
MLB	sCD40L	7.26	Plasma
DECG	sCD40L	0.0561665923153774	Plasma
M1520	sCD40L	29.71	Plasma
ZE88	sCD40L	0.311779822722261	Plasma
DF11	sCD40L	0.434311804249788	Plasma
M47	sCD40L	5.12	Plasma
X35	sCD40L	75.36	Plasma
R32	sCD40L	10.55	Plasma
T19	sCD40L	0.118250350392024	Plasma
PH0692	sCD40L	0.00328554973129634	Plasma
Animal.99R1458	sCD40L	0.00139613227765734	Plasma
Animal.98P009	sCD40L	22.33	Plasma
Animal.1087	sCD40L	0.00889888063527734	Plasma
M1418	sCD40L	5.21	Plasma
RQ6713	sCD40L	3.538705978684e-05	Plasma
RQ6687	sCD40L	0.00232794804938523	Plasma
T75	sCD40L	8.37	Plasma
X19	sCD40L	0.578506478070268	Plasma
T51	sCD40L	0.58	Plasma
IA66.7.mos	sCD40L	0.0807060502447589	Plasma
KF35.7.mos	sCD40L	130.11	Plasma
KG04.7.mos	sCD40L	6.52	Plasma
KG56.7.mos	sCD40L	57.85	Plasma
KT85.7.mos	sCD40L	0.0444217361779169	Plasma
JL80	sCD40L	0.00821000960975034	Plasma
JT67	sCD40L	1.61	Plasma
KB32	sCD40L	0.485292633453891	Plasma
KC93	sCD40L	0.208934310853971	Plasma
KF04	sCD40L	0.12235673799101	Plasma
KI63	sCD40L	0.153598581294155	Plasma
KA87	sCD40L	1.26	Plasma
KC07	sCD40L	0.00523127843997083	Plasma
JF27	sCD40L	0.108472486150157	Plasma
JF82	sCD40L	0.00433953056525044	Plasma
JM03	sCD40L	0.172184451706203	Plasma
JN22	sCD40L	1.22	Plasma
JP70	sCD40L	0.00515441293630465	Plasma
JT22	sCD40L	0.217806988919703	Plasma
JT94	sCD40L	2.88	Plasma
JI14	sCD40L	0.0652907863860012	Plasma
JJ55	sCD40L	21.43	Plasma
CK62	sCD40L	0.0628753798793394	Plasma
DD23	sCD40L	0.579875272790925	Plasma
EF54	sCD40L	30.9	Plasma
DF53	sCD40L	0.545808081013873	Plasma
CM82	sCD40L	60.94	Plasma
CR98	sCD40L	0.39993274459767	Plasma
DB57	sCD40L	10.01	Plasma
CE15	sCD40L	0.349223695600876	Plasma
DB59	sCD40L	4.16	Plasma
IK28	sCD40L	0.177356978590959	Plasma
EB25	sCD40L	0.238278132157246	Plasma
EA49	sCD40L	49.11	Plasma
EC72	sCD40L	0.552450913045434	Plasma
M148.d0	sCD40L	1.34	Plasma
P081.d0	sCD40L	0.0164131984187124	Plasma
M148.d31	sCD40L	0.573398488231316	Plasma
P081.d31	sCD40L	0.0532408632595918	Plasma
AH74.d48	sCD40L	8.99	Plasma
DI57.d48	sCD40L	0.000207732193235288	Plasma
T657.d48	sCD40L	0.0951694778058922	Plasma
P519.d48	sCD40L	0.0275597896747466	Plasma
AH74.d0	sCD40L	6.84	Plasma
DI57.d0	sCD40L	0.0264451771258496	Plasma
T657.d0	sCD40L	2.17	Plasma
P519.d0	sCD40L	0.000514670085225152	Plasma
IA66.d0	BDNF	1.4	Plasma
KF35.d0	BDNF	55.95	Plasma
KG04.d0	BDNF	63.44	Plasma
KG56.d0	BDNF	6.61	Plasma
KT85.d0	BDNF	6.5	Plasma
KV82.d0	BDNF	20.92	Plasma
IA66.d35	BDNF	20.28	Plasma
KF35.d35	BDNF	96.82	Plasma
KG04.d35	BDNF	67.63	Plasma
KG56.d35	BDNF	16.29	Plasma
KT85.d35	BDNF	12.19	Plasma
KV82.d35	BDNF	45.18	Plasma
IA66.d125	BDNF	0.55	Plasma
KF35.d97	BDNF	40.1	Plasma
KG04.d125	BDNF	1.82	Plasma
KG56.d125	BDNF	5.63	Plasma
KT85.d125	BDNF	9.55	Plasma
KV82.d125	BDNF	22.46	Plasma
IA66.10.mos	BDNF	3.73	Plasma
KF35.10.mos	BDNF	36.79	Plasma
KG04.10.mos	BDNF	6.02	Plasma
KG56.10.mos	BDNF	7.56	Plasma
KT85.10.mos	BDNF	9.88	Plasma
KV82.10.mos	BDNF	8.8	Plasma
MRN	BDNF	1.08	Plasma
M87	BDNF	2.77	Plasma
DF59	BDNF	0.03	Plasma
DERX	BDNF	5.54	Plasma
JAL	BDNF	1.47	Plasma
ZF36	BDNF	7.63	Plasma
M1522	BDNF	7.67	Plasma
A6V084	BDNF	23.17	Plasma
MA5	BDNF	0.69	Plasma
MLB	BDNF	9.52	Plasma
DECG	BDNF	0.00328092852527694	Plasma
M1520	BDNF	1.37	Plasma
ZE88	BDNF	4.27	Plasma
DF11	BDNF	1.57	Plasma
M47	BDNF	1.99	Plasma
X35	BDNF	0.000155164173840814	Plasma
R32	BDNF	1.26	Plasma
T19	BDNF	0.00270773676300384	Plasma
PH0692	BDNF	3.08288462373353e-05	Plasma
Animal.99R1458	BDNF	0.00458937536777723	Plasma
Animal.98P009	BDNF	7.35	Plasma
Animal.1087	BDNF	0.000543162381437792	Plasma
M1418	BDNF	0.85	Plasma
RQ6713	BDNF	0.0166923910522828	Plasma
RQ6687	BDNF	0.00014290762176179	Plasma
T75	BDNF	43.69	Plasma
X19	BDNF	1.51	Plasma
T51	BDNF	4.85	Plasma
IA66.7.mos	BDNF	1.55	Plasma
KF35.7.mos	BDNF	31.99	Plasma
KG04.7.mos	BDNF	5.5	Plasma
KG56.7.mos	BDNF	13.74	Plasma
KT85.7.mos	BDNF	23.62	Plasma
JL80	BDNF	3.23	Plasma
JT67	BDNF	0.93	Plasma
KB32	BDNF	11.11	Plasma
KC93	BDNF	14.79	Plasma
KF04	BDNF	3.09	Plasma
KI63	BDNF	2.44	Plasma
KA87	BDNF	5.56	Plasma
KC07	BDNF	7.01	Plasma
JF27	BDNF	0.021911042713812	Plasma
JF82	BDNF	0.0198937043442147	Plasma
JM03	BDNF	0.000106192832029304	Plasma
JN22	BDNF	5.81	Plasma
JP70	BDNF	0.00605683805278326	Plasma
JT22	BDNF	5.88	Plasma
JT94	BDNF	4.79	Plasma
JI14	BDNF	0.93	Plasma
JJ55	BDNF	2.17	Plasma
CK62	BDNF	0.0101896460508774	Plasma
DD23	BDNF	5.17	Plasma
EF54	BDNF	0.71	Plasma
DF53	BDNF	7.81	Plasma
CM82	BDNF	5	Plasma
CR98	BDNF	2.76	Plasma
DB57	BDNF	3.81	Plasma
CE15	BDNF	7.68	Plasma
DB59	BDNF	77.78	Plasma
IK28	BDNF	6.5	Plasma
EB25	BDNF	2.15	Plasma
EA49	BDNF	2.2	Plasma
EC72	BDNF	9.46	Plasma
M148.d0	BDNF	16.52	Plasma
P081.d0	BDNF	2.66	Plasma
M148.d31	BDNF	20.37	Plasma
P081.d31	BDNF	0.0121075244029882	Plasma
AH74.d48	BDNF	31.31	Plasma
DI57.d48	BDNF	0.0299061776332434	Plasma
T657.d48	BDNF	1.41	Plasma
P519.d48	BDNF	4.26	Plasma
AH74.d0	BDNF	18.25	Plasma
DI57.d0	BDNF	1.95	Plasma
T657.d0	BDNF	7.23	Plasma
P519.d0	BDNF	0.000227013366528504	Plasma
IA66.d0	bNGF	30.5	Plasma
KF35.d0	bNGF	27.54	Plasma
KG04.d0	bNGF	25.09	Plasma
KG56.d0	bNGF	14.39	Plasma
KT85.d0	bNGF	12.81	Plasma
KV82.d0	bNGF	5.19	Plasma
IA66.d35	bNGF	26.55	Plasma
KF35.d35	bNGF	36.47	Plasma
KG04.d35	bNGF	20.87	Plasma
KG56.d35	bNGF	11.07	Plasma
KT85.d35	bNGF	12.09	Plasma
KV82.d35	bNGF	8.67	Plasma
IA66.d125	bNGF	12.26	Plasma
KF35.d97	bNGF	22.88	Plasma
KG04.d125	bNGF	7.8	Plasma
KG56.d125	bNGF	7.28	Plasma
KT85.d125	bNGF	10.38	Plasma
KV82.d125	bNGF	2.72	Plasma
IA66.10.mos	bNGF	33.58	Plasma
KF35.10.mos	bNGF	21.51	Plasma
KG04.10.mos	bNGF	12.71	Plasma
KG56.10.mos	bNGF	5.84	Plasma
KT85.10.mos	bNGF	14.89	Plasma
KV82.10.mos	bNGF	0.234071897471564	Plasma
MRN	bNGF	8.85	Plasma
M87	bNGF	34.09	Plasma
DF59	bNGF	2.93	Plasma
DERX	bNGF	16.16	Plasma
JAL	bNGF	6.22	Plasma
ZF36	bNGF	78.85	Plasma
M1522	bNGF	37.37	Plasma
A6V084	bNGF	25.57	Plasma
MA5	bNGF	12.71	Plasma
MLB	bNGF	120.87	Plasma
DECG	bNGF	0.212306800562449	Plasma
M1520	bNGF	12.71	Plasma
ZE88	bNGF	30.28	Plasma
DF11	bNGF	0.0309148765392045	Plasma
M47	bNGF	85.44	Plasma
X35	bNGF	0.0762097312137827	Plasma
R32	bNGF	40.74	Plasma
T19	bNGF	0.0470619095970847	Plasma
PH0692	bNGF	0.120524223537282	Plasma
Animal.99R1458	bNGF	0.0542934274173498	Plasma
Animal.98P009	bNGF	11.75	Plasma
Animal.1087	bNGF	0.0101989048855949	Plasma
M1418	bNGF	0.25	Plasma
RQ6713	bNGF	0.25	Plasma
RQ6687	bNGF	0.103337997976991	Plasma
T75	bNGF	15.67	Plasma
X19	bNGF	2.93	Plasma
T51	bNGF	0.131522221476031	Plasma
IA66.7.mos	bNGF	17.77	Plasma
KF35.7.mos	bNGF	12.9	Plasma
KG04.7.mos	bNGF	10.88	Plasma
KG56.7.mos	bNGF	7.73	Plasma
KT85.7.mos	bNGF	17.23	Plasma
JL80	bNGF	43.37	Plasma
JT67	bNGF	9.53	Plasma
KB32	bNGF	28.86	Plasma
KC93	bNGF	28.01	Plasma
KF04	bNGF	21.81	Plasma
KI63	bNGF	26.32	Plasma
KA87	bNGF	18.57	Plasma
KC07	bNGF	16.17	Plasma
JF27	bNGF	5.42	Plasma
JF82	bNGF	7.97	Plasma
JM03	bNGF	0.221136004802464	Plasma
JN22	bNGF	2.87	Plasma
JP70	bNGF	0.88	Plasma
JT22	bNGF	18.28	Plasma
JT94	bNGF	70.23	Plasma
JI14	bNGF	9.1	Plasma
JJ55	bNGF	7.97	Plasma
CK62	bNGF	11.65	Plasma
DD23	bNGF	27.31	Plasma
EF54	bNGF	2.02	Plasma
DF53	bNGF	21.95	Plasma
CM82	bNGF	15.74	Plasma
CR98	bNGF	12.78	Plasma
DB57	bNGF	10.52	Plasma
CE15	bNGF	11.65	Plasma
DB59	bNGF	24.63	Plasma
IK28	bNGF	20.82	Plasma
EB25	bNGF	8.11	Plasma
EA49	bNGF	2.45	Plasma
EC72	bNGF	18.28	Plasma
M148.d0	bNGF	13.77	Plasma
P081.d0	bNGF	27.45	Plasma
M148.d31	bNGF	319.27	Plasma
P081.d31	bNGF	83.28	Plasma
AH74.d48	bNGF	23.78	Plasma
DI57.d48	bNGF	92.15	Plasma
T657.d48	bNGF	29.99	Plasma
P519.d48	bNGF	8.96	Plasma
AH74.d0	bNGF	8.82	Plasma
DI57.d0	bNGF	131.47	Plasma
T657.d0	bNGF	8.96	Plasma
P519.d0	bNGF	15.74	Plasma
IA66.d0	FGF.2	0.232205563348977	Plasma
KF35.d0	FGF.2	50.09	Plasma
KG04.d0	FGF.2	170.21	Plasma
KG56.d0	FGF.2	8.4	Plasma
KT85.d0	FGF.2	0.37421532047903	Plasma
KV82.d0	FGF.2	1.05933716246187	Plasma
IA66.d35	FGF.2	1.18720694943801	Plasma
KF35.d35	FGF.2	44.44	Plasma
KG04.d35	FGF.2	19.78	Plasma
KG56.d35	FGF.2	48.98	Plasma
KT85.d35	FGF.2	14	Plasma
KV82.d35	FGF.2	23.42	Plasma
IA66.d125	FGF.2	0.0839886763334274	Plasma
KF35.d97	FGF.2	15.67	Plasma
KG04.d125	FGF.2	44.06	Plasma
KG56.d125	FGF.2	28.19	Plasma
KT85.d125	FGF.2	17.33	Plasma
KV82.d125	FGF.2	66.09	Plasma
IA66.10.mos	FGF.2	0.507610481054906	Plasma
KF35.10.mos	FGF.2	25.97	Plasma
KG04.10.mos	FGF.2	76.88	Plasma
KG56.10.mos	FGF.2	21.53	Plasma
KT85.10.mos	FGF.2	23.02	Plasma
KV82.10.mos	FGF.2	1.41	Plasma
MRN	FGF.2	0.323590892719315	Plasma
M87	FGF.2	19.02	Plasma
DF59	FGF.2	0.361230439370599	Plasma
DERX	FGF.2	20.03	Plasma
JAL	FGF.2	0.339520508877762	Plasma
ZF36	FGF.2	106.22	Plasma
M1522	FGF.2	162.98	Plasma
A6V084	FGF.2	363.13	Plasma
MA5	FGF.2	1.31644815514247	Plasma
MLB	FGF.2	135.93	Plasma
DECG	FGF.2	0.154513537062396	Plasma
M1520	FGF.2	57.08	Plasma
ZE88	FGF.2	46.68	Plasma
DF11	FGF.2	0.276116349129387	Plasma
M47	FGF.2	31.73	Plasma
X35	FGF.2	0.0878343520777438	Plasma
R32	FGF.2	24.22	Plasma
T19	FGF.2	0.03356192169844	Plasma
PH0692	FGF.2	0.00154517057993893	Plasma
Animal.99R1458	FGF.2	0.000409093982224858	Plasma
Animal.98P009	FGF.2	7.13	Plasma
Animal.1087	FGF.2	0.0299061087541573	Plasma
M1418	FGF.2	0.0712904459550349	Plasma
RQ6713	FGF.2	0.00759966316563314	Plasma
RQ6687	FGF.2	0.0711998692641461	Plasma
T75	FGF.2	364.85	Plasma
X19	FGF.2	2.71	Plasma
T51	FGF.2	31.42	Plasma
IA66.7.mos	FGF.2	0.095702355393775	Plasma
KF35.7.mos	FGF.2	0.0336535076995028	Plasma
KG04.7.mos	FGF.2	62.87	Plasma
KG56.7.mos	FGF.2	27.91	Plasma
KT85.7.mos	FGF.2	18.01	Plasma
JL80	FGF.2	40.18	Plasma
JT67	FGF.2	31.13	Plasma
KB32	FGF.2	58.74	Plasma
KC93	FGF.2	248.35	Plasma
KF04	FGF.2	53.62	Plasma
KI63	FGF.2	60.79	Plasma
KA87	FGF.2	29.73	Plasma
KC07	FGF.2	49.84	Plasma
JF27	FGF.2	21.96	Plasma
JF82	FGF.2	18.04	Plasma
JM03	FGF.2	0.812314923263712	Plasma
JN22	FGF.2	50.53	Plasma
JP70	FGF.2	24.8	Plasma
JT22	FGF.2	65.55	Plasma
JT94	FGF.2	75.04	Plasma
JI14	FGF.2	21.25	Plasma
JJ55	FGF.2	36.02	Plasma
CK62	FGF.2	39.49	Plasma
DD23	FGF.2	137.71	Plasma
EF54	FGF.2	18.76	Plasma
DF53	FGF.2	54.64	Plasma
CM82	FGF.2	36.02	Plasma
CR98	FGF.2	116.54	Plasma
DB57	FGF.2	48.12	Plasma
CE15	FGF.2	56.01	Plasma
DB59	FGF.2	152.52	Plasma
IK28	FGF.2	43.3	Plasma
EB25	FGF.2	42.26	Plasma
EA49	FGF.2	43.3	Plasma
EC72	FGF.2	98.89	Plasma
M148.d0	FGF.2	88.85	Plasma
P081.d0	FGF.2	1.31014408205111	Plasma
M148.d31	FGF.2	400.92	Plasma
P081.d31	FGF.2	54.42	Plasma
AH74.d48	FGF.2	70.3	Plasma
DI57.d48	FGF.2	79.09	Plasma
T657.d48	FGF.2	50.53	Plasma
P519.d48	FGF.2	118.53	Plasma
AH74.d0	FGF.2	30.43	Plasma
DI57.d0	FGF.2	104.23	Plasma
T657.d0	FGF.2	205.38	Plasma
P519.d0	FGF.2	20.54	Plasma
IA66.d0	PDGF.BB	191.2	Plasma
KF35.d0	PDGF.BB	247.43	Plasma
KG04.d0	PDGF.BB	362.83	Plasma
KG56.d0	PDGF.BB	95.47	Plasma
KT85.d0	PDGF.BB	354.03	Plasma
KV82.d0	PDGF.BB	41.21	Plasma
IA66.d35	PDGF.BB	234.65	Plasma
KF35.d35	PDGF.BB	229.45	Plasma
