SampleID	Cytokine	value	region
IK28	IL.6	1.4	Plasma
EB25	IL.6	3.99	Plasma
EA49	IL.6	3.85	Plasma
EC72	IL.6	10.09	Plasma
M148.d0	IL.6	9.52	Plasma
P081.d0	IL.6	7.26	Plasma
M148.d31	IL.6	215.63	Plasma
P081.d31	IL.6	38.1	Plasma
AH74.d48	IL.6	10.65	Plasma
DI57.d48	IL.6	13.46	Plasma
T657.d48	IL.6	23.78	Plasma
P519.d48	IL.6	22.67	Plasma
AH74.d0	IL.6	3.56	Plasma
DI57.d0	IL.6	18.91	Plasma
T657.d0	IL.6	20.44	Plasma
P519.d0	IL.6	9.81	Plasma
IA66.d0	TNF.alpha	10.79	Plasma
KF35.d0	TNF.alpha	21.6	Plasma
KG04.d0	TNF.alpha	10.79	Plasma
KG56.d0	TNF.alpha	8.71	Plasma
KT85.d0	TNF.alpha	8.36	Plasma
KV82.d0	TNF.alpha	6.93	Plasma
IA66.d35	TNF.alpha	2.66	Plasma
KF35.d35	TNF.alpha	6.56	Plasma
KG04.d35	TNF.alpha	3.73	Plasma
KG56.d35	TNF.alpha	3.2	Plasma
KT85.d35	TNF.alpha	1.07	Plasma
KV82.d35	TNF.alpha	0.95	Plasma
IA66.d125	TNF.alpha	2.66	Plasma
KF35.d97	TNF.alpha	9.77	Plasma
KG04.d125	TNF.alpha	1.99	Plasma
KG56.d125	TNF.alpha	1.3	Plasma
KT85.d125	TNF.alpha	0.95	Plasma
KV82.d125	TNF.alpha	0.95	Plasma
IA66.10.mos	TNF.alpha	3.97	Plasma
KF35.10.mos	TNF.alpha	9.08	Plasma
KG04.10.mos	TNF.alpha	3.86	Plasma
KG56.10.mos	TNF.alpha	4.38	Plasma
KT85.10.mos	TNF.alpha	6.27	Plasma
KV82.10.mos	TNF.alpha	1.35	Plasma
MRN	TNF.alpha	8.28	Plasma
M87	TNF.alpha	7.18	Plasma
DF59	TNF.alpha	4.12	Plasma
DERX	TNF.alpha	7.18	Plasma
JAL	TNF.alpha	7.48	Plasma
ZF36	TNF.alpha	22.96	Plasma
M1522	TNF.alpha	8.23	Plasma
A6V084	TNF.alpha	13.44	Plasma
MA5	TNF.alpha	8.28	Plasma
MLB	TNF.alpha	43.36	Plasma
DECG	TNF.alpha	2.86	Plasma
M1520	TNF.alpha	8.13	Plasma
ZE88	TNF.alpha	8.93	Plasma
DF11	TNF.alpha	6.37	Plasma
M47	TNF.alpha	32.38	Plasma
X35	TNF.alpha	1.99	Plasma
R32	TNF.alpha	21.58	Plasma
T19	TNF.alpha	1.42	Plasma
PH0692	TNF.alpha	2.98	Plasma
Animal.99R1458	TNF.alpha	2.54	Plasma
Animal.98P009	TNF.alpha	3.25	Plasma
Animal.1087	TNF.alpha	1.93	Plasma
M1418	TNF.alpha	2.44	Plasma
RQ6713	TNF.alpha	2.44	Plasma
RQ6687	TNF.alpha	3.84	Plasma
T75	TNF.alpha	28.01	Plasma
X19	TNF.alpha	3.6	Plasma
T51	TNF.alpha	38.15	Plasma
IA66.7.mos	TNF.alpha	2.33	Plasma
KF35.7.mos	TNF.alpha	2.12	Plasma
KG04.7.mos	TNF.alpha	1.68	Plasma
KG56.7.mos	TNF.alpha	2.49	Plasma
KT85.7.mos	TNF.alpha	2.33	Plasma
JL80	TNF.alpha	14.54	Plasma
JT67	TNF.alpha	18.85	Plasma
KB32	TNF.alpha	42.17	Plasma
KC93	TNF.alpha	22.83	Plasma
KF04	TNF.alpha	61.03	Plasma
KI63	TNF.alpha	20.54	Plasma
KA87	TNF.alpha	18.21	Plasma
KC07	TNF.alpha	4.49	Plasma
JF27	TNF.alpha	10.06	Plasma
JF82	TNF.alpha	9.59	Plasma
JM03	TNF.alpha	9.36	Plasma
JN22	TNF.alpha	23.86	Plasma
JP70	TNF.alpha	8.42	Plasma
JT22	TNF.alpha	27.74	Plasma
JT94	TNF.alpha	117.96	Plasma
JI14	TNF.alpha	19.91	Plasma
JJ55	TNF.alpha	30.76	Plasma
CK62	TNF.alpha	16.93	Plasma
DD23	TNF.alpha	18.43	Plasma
EF54	TNF.alpha	7.95	Plasma
DF53	TNF.alpha	53.1	Plasma
CM82	TNF.alpha	40.43	Plasma
CR98	TNF.alpha	33.35	Plasma
DB57	TNF.alpha	26.32	Plasma
CE15	TNF.alpha	38.08	Plasma
DB59	TNF.alpha	47.19	Plasma
IK28	TNF.alpha	8.89	Plasma
EB25	TNF.alpha	11.65	Plasma
EA49	TNF.alpha	6.99	Plasma
EC72	TNF.alpha	29.56	Plasma
M148.d0	TNF.alpha	17.79	Plasma
P081.d0	TNF.alpha	20.12	Plasma
M148.d31	TNF.alpha	257.09	Plasma
P081.d31	TNF.alpha	92.45	Plasma
AH74.d48	TNF.alpha	40.82	Plasma
DI57.d48	TNF.alpha	27.54	Plasma
T657.d48	TNF.alpha	65.53	Plasma
P519.d48	TNF.alpha	16.28	Plasma
AH74.d0	TNF.alpha	21.17	Plasma
DI57.d0	TNF.alpha	24.48	Plasma
T657.d0	TNF.alpha	8.66	Plasma
P519.d0	TNF.alpha	21.79	Plasma
IA66.d0	BLC.CXCL13	40.39	Plasma
KF35.d0	BLC.CXCL13	69.61	Plasma
KG04.d0	BLC.CXCL13	36.9	Plasma
KG56.d0	BLC.CXCL13	28.82	Plasma
KT85.d0	BLC.CXCL13	29.47	Plasma
KV82.d0	BLC.CXCL13	33.58	Plasma
IA66.d35	BLC.CXCL13	113.6	Plasma
KF35.d35	BLC.CXCL13	101.16	Plasma
KG04.d35	BLC.CXCL13	269.13	Plasma
KG56.d35	BLC.CXCL13	205.9	Plasma
KT85.d35	BLC.CXCL13	20.36	Plasma
KV82.d35	BLC.CXCL13	114.91	Plasma
IA66.d125	BLC.CXCL13	24.31	Plasma
KF35.d97	BLC.CXCL13	46.34	Plasma
KG04.d125	BLC.CXCL13	24.31	Plasma
KG56.d125	BLC.CXCL13	17.31	Plasma
KT85.d125	BLC.CXCL13	23.67	Plasma
KV82.d125	BLC.CXCL13	28.21	Plasma
IA66.10.mos	BLC.CXCL13	24.74	Plasma
KF35.10.mos	BLC.CXCL13	39.72	Plasma
KG04.10.mos	BLC.CXCL13	30.75	Plasma
KG56.10.mos	BLC.CXCL13	17.87	Plasma
KT85.10.mos	BLC.CXCL13	30.91	Plasma
KV82.10.mos	BLC.CXCL13	18.66	Plasma
MRN	BLC.CXCL13	29.78	Plasma
M87	BLC.CXCL13	32.49	Plasma
DF59	BLC.CXCL13	20.01	Plasma
DERX	BLC.CXCL13	42.01	Plasma
JAL	BLC.CXCL13	32.49	Plasma
ZF36	BLC.CXCL13	65.09	Plasma
M1522	BLC.CXCL13	28.64	Plasma
A6V084	BLC.CXCL13	30.75	Plasma
MA5	BLC.CXCL13	40.01	Plasma
MLB	BLC.CXCL13	76.54	Plasma
DECG	BLC.CXCL13	25.43	Plasma
M1520	BLC.CXCL13	35.72	Plasma
ZE88	BLC.CXCL13	33.89	Plasma
DF11	BLC.CXCL13	34.96	Plasma
M47	BLC.CXCL13	101.65	Plasma
X35	BLC.CXCL13	22.59	Plasma
R32	BLC.CXCL13	69.52	Plasma
T19	BLC.CXCL13	18.51	Plasma
PH0692	BLC.CXCL13	21.93	Plasma
Animal.99R1458	BLC.CXCL13	28.64	Plasma
Animal.98P009	BLC.CXCL13	26.39	Plasma
Animal.1087	BLC.CXCL13	25.77	Plasma
M1418	BLC.CXCL13	18.27	Plasma
RQ6713	BLC.CXCL13	26.97	Plasma
RQ6687	BLC.CXCL13	30.76	Plasma
T75	BLC.CXCL13	61.02	Plasma
X19	BLC.CXCL13	27.31	Plasma
T51	BLC.CXCL13	132.59	Plasma
IA66.7.mos	BLC.CXCL13	16.66	Plasma
KF35.7.mos	BLC.CXCL13	19.63	Plasma
KG04.7.mos	BLC.CXCL13	22.42	Plasma
KG56.7.mos	BLC.CXCL13	14.99	Plasma
KT85.7.mos	BLC.CXCL13	29.29	Plasma
JL80	BLC.CXCL13	54.34	Plasma
JT67	BLC.CXCL13	45.52	Plasma
KB32	BLC.CXCL13	78.77	Plasma
KC93	BLC.CXCL13	49.99	Plasma
KF04	BLC.CXCL13	82.83	Plasma
KI63	BLC.CXCL13	52.68	Plasma
KA87	BLC.CXCL13	59.85	Plasma
KC07	BLC.CXCL13	28.67	Plasma
JF27	BLC.CXCL13	45.17	Plasma
JF82	BLC.CXCL13	45.52	Plasma
JM03	BLC.CXCL13	70.43	Plasma
JN22	BLC.CXCL13	52.01	Plasma
JP70	BLC.CXCL13	46.21	Plasma
JT22	BLC.CXCL13	58.89	Plasma
JT94	BLC.CXCL13	196.4	Plasma
JI14	BLC.CXCL13	49.99	Plasma
JJ55	BLC.CXCL13	56.63	Plasma
CK62	BLC.CXCL13	51	Plasma
DD23	BLC.CXCL13	53.34	Plasma
EF54	BLC.CXCL13	37.22	Plasma
DF53	BLC.CXCL13	88.52	Plasma
CM82	BLC.CXCL13	56.63	Plasma
CR98	BLC.CXCL13	56.95	Plasma
DB57	BLC.CXCL13	59.21	Plasma
CE15	BLC.CXCL13	67.07	Plasma
DB59	BLC.CXCL13	77.01	Plasma
IK28	BLC.CXCL13	39.8	Plasma
EB25	BLC.CXCL13	40.89	Plasma
EA49	BLC.CXCL13	30.68	Plasma
EC72	BLC.CXCL13	56.63	Plasma
M148.d0	BLC.CXCL13	54	Plasma
P081.d0	BLC.CXCL13	66.14	Plasma
M148.d31	BLC.CXCL13	436.09	Plasma
P081.d31	BLC.CXCL13	170.47	Plasma
AH74.d48	BLC.CXCL13	65.83	Plasma
DI57.d48	BLC.CXCL13	78.77	Plasma
T657.d48	BLC.CXCL13	88.8	Plasma
P519.d48	BLC.CXCL13	44.11	Plasma
AH74.d0	BLC.CXCL13	57.93	Plasma
DI57.d0	BLC.CXCL13	82.83	Plasma
T657.d0	BLC.CXCL13	34.19	Plasma
P519.d0	BLC.CXCL13	48.63	Plasma
IA66.d0	Eotaxin	116.03	Plasma
KF35.d0	Eotaxin	143.55	Plasma
KG04.d0	Eotaxin	110.49	Plasma
KG56.d0	Eotaxin	111.09	Plasma
KT85.d0	Eotaxin	71.54	Plasma
KV82.d0	Eotaxin	60.08	Plasma
IA66.d35	Eotaxin	144.58	Plasma
KF35.d35	Eotaxin	91.42	Plasma
KG04.d35	Eotaxin	155.6	Plasma
KG56.d35	Eotaxin	109.63	Plasma
KT85.d35	Eotaxin	131.81	Plasma
KV82.d35	Eotaxin	113.73	Plasma
IA66.d125	Eotaxin	67.04	Plasma
KF35.d97	Eotaxin	61.82	Plasma
KG04.d125	Eotaxin	71.35	Plasma
KG56.d125	Eotaxin	74.79	Plasma
KT85.d125	Eotaxin	58.21	Plasma
KV82.d125	Eotaxin	47.51	Plasma
IA66.10.mos	Eotaxin	66.62	Plasma
KF35.10.mos	Eotaxin	55.91	Plasma
KG04.10.mos	Eotaxin	65.86	Plasma
KG56.10.mos	Eotaxin	124.16	Plasma
KT85.10.mos	Eotaxin	53.81	Plasma
KV82.10.mos	Eotaxin	86.34	Plasma
MRN	Eotaxin	96.39	Plasma
M87	Eotaxin	130.99	Plasma
DF59	Eotaxin	160.33	Plasma
DERX	Eotaxin	108.81	Plasma
JAL	Eotaxin	84.77	Plasma
ZF36	Eotaxin	97.17	Plasma
M1522	Eotaxin	47.48	Plasma
A6V084	Eotaxin	70.94	Plasma
MA5	Eotaxin	75.11	Plasma
MLB	Eotaxin	123.52	Plasma
DECG	Eotaxin	80.03	Plasma
M1520	Eotaxin	33.71	Plasma
ZE88	Eotaxin	82.8	Plasma
DF11	Eotaxin	94.58	Plasma
M47	Eotaxin	97.57	Plasma
X35	Eotaxin	114.54	Plasma
R32	Eotaxin	196.92	Plasma
T19	Eotaxin	158	Plasma
PH0692	Eotaxin	108.1	Plasma
Animal.99R1458	Eotaxin	46.66	Plasma
Animal.98P009	Eotaxin	86.81	Plasma
Animal.1087	Eotaxin	78.93	Plasma
M1418	Eotaxin	63	Plasma
RQ6713	Eotaxin	34.94	Plasma
RQ6687	Eotaxin	51.17	Plasma
T75	Eotaxin	60.98	Plasma
X19	Eotaxin	136.13	Plasma
T51	Eotaxin	19.75	Plasma
IA66.7.mos	Eotaxin	61.43	Plasma
KF35.7.mos	Eotaxin	56.16	Plasma
KG04.7.mos	Eotaxin	59.55	Plasma
KG56.7.mos	Eotaxin	117.49	Plasma
KT85.7.mos	Eotaxin	54.38	Plasma
JL80	Eotaxin	133.34	Plasma
JT67	Eotaxin	188.98	Plasma
KB32	Eotaxin	156.99	Plasma
KC93	Eotaxin	115.04	Plasma
KF04	Eotaxin	124.23	Plasma
KI63	Eotaxin	177.92	Plasma
KA87	Eotaxin	145.49	Plasma
KC07	Eotaxin	139.35	Plasma
JF27	Eotaxin	80.86	Plasma
JF82	Eotaxin	150.63	Plasma
JM03	Eotaxin	73.15	Plasma
JN22	Eotaxin	151.03	Plasma
JP70	Eotaxin	114.89	Plasma
JT22	Eotaxin	155.81	Plasma
JT94	Eotaxin	262.05	Plasma
JI14	Eotaxin	131.71	Plasma
JJ55	Eotaxin	130.32	Plasma
CK62	Eotaxin	141.59	Plasma
DD23	Eotaxin	182.7	Plasma
EF54	Eotaxin	166.12	Plasma
DF53	Eotaxin	110.4	Plasma
CM82	Eotaxin	126.59	Plasma
CR98	Eotaxin	80.39	Plasma
DB57	Eotaxin	237.23	Plasma
CE15	Eotaxin	176.59	Plasma
DB59	Eotaxin	168.94	Plasma
IK28	Eotaxin	133.74	Plasma
EB25	Eotaxin	172.31	Plasma
EA49	Eotaxin	131.26	Plasma
EC72	Eotaxin	109.86	Plasma
M148.d0	Eotaxin	137.27	Plasma
P081.d0	Eotaxin	103.43	Plasma
M148.d31	Eotaxin	301.94	Plasma
P081.d31	Eotaxin	211.75	Plasma
AH74.d48	Eotaxin	186.84	Plasma
DI57.d48	Eotaxin	121.63	Plasma
T657.d48	Eotaxin	200.37	Plasma
P519.d48	Eotaxin	143.05	Plasma
AH74.d0	Eotaxin	166.96	Plasma
DI57.d0	Eotaxin	161.66	Plasma
T657.d0	Eotaxin	195.48	Plasma
P519.d0	Eotaxin	102.27	Plasma
IA66.d0	IL.8	354.15	Plasma
KF35.d0	IL.8	225.54	Plasma
KG04.d0	IL.8	371.53	Plasma
KG56.d0	IL.8	351.24	Plasma
KT85.d0	IL.8	389.69	Plasma
KV82.d0	IL.8	292.59	Plasma
IA66.d35	IL.8	919.06	Plasma
KF35.d35	IL.8	423.2	Plasma
KG04.d35	IL.8	1079.52	Plasma
KG56.d35	IL.8	319.13	Plasma
KT85.d35	IL.8	841.62	Plasma
KV82.d35	IL.8	425.53	Plasma
IA66.d125	IL.8	97.97	Plasma
KF35.d97	IL.8	163.79	Plasma
KG04.d125	IL.8	94.4	Plasma
KG56.d125	IL.8	229.79	Plasma
KT85.d125	IL.8	321.86	Plasma
KV82.d125	IL.8	376.67	Plasma
IA66.10.mos	IL.8	220.96	Plasma
KF35.10.mos	IL.8	122.06	Plasma
KG04.10.mos	IL.8	153.31	Plasma
KG56.10.mos	IL.8	162.04	Plasma
KT85.10.mos	IL.8	153.73	Plasma
KV82.10.mos	IL.8	263.9	Plasma
MRN	IL.8	2.21	Plasma
M87	IL.8	23.99	Plasma
DF59	IL.8	14.93	Plasma
DERX	IL.8	43.33	Plasma
JAL	IL.8	21.44	Plasma
ZF36	IL.8	60.88	Plasma
M1522	IL.8	23.95	Plasma
A6V084	IL.8	45.84	Plasma
MA5	IL.8	19.22	Plasma
MLB	IL.8	96.9	Plasma
DECG	IL.8	57.88	Plasma
M1520	IL.8	21.32	Plasma
ZE88	IL.8	49.66	Plasma
DF11	IL.8	34.06	Plasma
M47	IL.8	12.36	Plasma
X35	IL.8	17.36	Plasma
R32	IL.8	11.95	Plasma
T19	IL.8	24.41	Plasma
PH0692	IL.8	16.58	Plasma
Animal.99R1458	IL.8	14.62	Plasma
Animal.98P009	IL.8	25.03	Plasma
Animal.1087	IL.8	1.69	Plasma
M1418	IL.8	5.78	Plasma
RQ6713	IL.8	3.67	Plasma
RQ6687	IL.8	2.13	Plasma
T75	IL.8	4.58	Plasma
X19	IL.8	121.86	Plasma
T51	IL.8	2.63	Plasma
IA66.7.mos	IL.8	260.6	Plasma
KF35.7.mos	IL.8	313.51	Plasma
KG04.7.mos	IL.8	205.41	Plasma
KG56.7.mos	IL.8	444.11	Plasma
KT85.7.mos	IL.8	505.63	Plasma
JL80	IL.8	247.05	Plasma
JT67	IL.8	183.45	Plasma
KB32	IL.8	247.46	Plasma
KC93	IL.8	421.21	Plasma
KF04	IL.8	118.79	Plasma
KI63	IL.8	168.25	Plasma
KA87	IL.8	1116.69	Plasma
KC07	IL.8	579.29	Plasma
JF27	IL.8	256.31	Plasma
JF82	IL.8	184.43	Plasma
JM03	IL.8	187.66	Plasma
JN22	IL.8	254.02	Plasma
JP70	IL.8	310.67	Plasma
JT22	IL.8	238.11	Plasma
JT94	IL.8	179	Plasma
JI14	IL.8	196.27	Plasma
JJ55	IL.8	126.71	Plasma
CK62	IL.8	67.58	Plasma
DD23	IL.8	252.47	Plasma
EF54	IL.8	128.11	Plasma
DF53	IL.8	76.83	Plasma
CM82	IL.8	290.61	Plasma
CR98	IL.8	129.55	Plasma
DB57	IL.8	197.78	Plasma
CE15	IL.8	136.02	Plasma
DB59	IL.8	191.98	Plasma
IK28	IL.8	271.54	Plasma
EB25	IL.8	244.92	Plasma
EA49	IL.8	273.4	Plasma
EC72	IL.8	143.31	Plasma
M148.d0	IL.8	410.8	Plasma
P081.d0	IL.8	297.94	Plasma
M148.d31	IL.8	133.4	Plasma
P081.d31	IL.8	51.08	Plasma
AH74.d48	IL.8	90.89	Plasma
DI57.d48	IL.8	133.08	Plasma
T657.d48	IL.8	33.74	Plasma
P519.d48	IL.8	301.05	Plasma
AH74.d0	IL.8	165.53	Plasma
DI57.d0	IL.8	239.19	Plasma
T657.d0	IL.8	573.36	Plasma
P519.d0	IL.8	92.08	Plasma
IA66.d0	IP.10	1.84	Plasma
KF35.d0	IP.10	3.04	Plasma
KG04.d0	IP.10	10.35	Plasma
KG56.d0	IP.10	1.59	Plasma
KT85.d0	IP.10	1.5	Plasma
KV82.d0	IP.10	1.02	Plasma
IA66.d35	IP.10	1.55	Plasma
KF35.d35	IP.10	3.23	Plasma
KG04.d35	IP.10	1.71	Plasma
KG56.d35	IP.10	1.29	Plasma
KT85.d35	IP.10	1.1	Plasma
KV82.d35	IP.10	1.29	Plasma
IA66.d125	IP.10	2.41	Plasma
KF35.d97	IP.10	4.42	Plasma
KG04.d125	IP.10	1.9	Plasma
KG56.d125	IP.10	1.55	Plasma
KT85.d125	IP.10	1.71	Plasma
KV82.d125	IP.10	1.15	Plasma
IA66.10.mos	IP.10	3.14	Plasma
KF35.10.mos	IP.10	4.31	Plasma
KG04.10.mos	IP.10	2.77	Plasma
KG56.10.mos	IP.10	2.5	Plasma
KT85.10.mos	IP.10	3.48	Plasma
KV82.10.mos	IP.10	0.173625249880151	Plasma
MRN	IP.10	5.76	Plasma
M87	IP.10	3.26	Plasma
DF59	IP.10	0.68	Plasma
DERX	IP.10	3.37	Plasma
JAL	IP.10	2.06	Plasma
ZF36	IP.10	6.94	Plasma
M1522	IP.10	7.2	Plasma
A6V084	IP.10	6.94	Plasma
MA5	IP.10	1.62	Plasma
MLB	IP.10	9.21	Plasma
DECG	IP.10	0.29	Plasma
M1520	IP.10	2.21	Plasma
ZE88	IP.10	3.11	Plasma
DF11	IP.10	1.42	Plasma
M47	IP.10	7.62	Plasma
X35	IP.10	1.29	Plasma
R32	IP.10	4.75	Plasma
T19	IP.10	1.47	Plasma
PH0692	IP.10	1	Plasma
Animal.99R1458	IP.10	0.77	Plasma
Animal.98P009	IP.10	2.86	Plasma
Animal.1087	IP.10	1.2	Plasma
M1418	IP.10	1.42	Plasma
RQ6713	IP.10	0.29	Plasma
RQ6687	IP.10	1.71	Plasma
T75	IP.10	0.1393993904511	Plasma
X19	IP.10	2.06	Plasma
T51	IP.10	0.0741642324511596	Plasma
IA66.7.mos	IP.10	0.58	Plasma
KF35.7.mos	IP.10	2.13	Plasma
KG04.7.mos	IP.10	0.234148246847993	Plasma
KG56.7.mos	IP.10	1.2	Plasma
KT85.7.mos	IP.10	2.21	Plasma
JL80	IP.10	2.16	Plasma
JT67	IP.10	2.73	Plasma
KB32	IP.10	4.57	Plasma
KC93	IP.10	11.31	Plasma
KF04	IP.10	5.09	Plasma
KI63	IP.10	4.63	Plasma
KA87	IP.10	2.42	Plasma
KC07	IP.10	0.34	Plasma
JF27	IP.10	1.53	Plasma
JF82	IP.10	0.170680864762405	Plasma
JM03	IP.10	1.69	Plasma
JN22	IP.10	2.79	Plasma
JP70	IP.10	0.118322691987959	Plasma
JT22	IP.10	1.26	Plasma
JT94	IP.10	7.78	Plasma
JI14	IP.10	1.78	Plasma
JJ55	IP.10	3.19	Plasma
CK62	IP.10	2.34	Plasma
DD23	IP.10	8.35	Plasma
EF54	IP.10	0.259369018126104	Plasma
DF53	IP.10	6.46	Plasma
CM82	IP.10	2.76	Plasma
CR98	IP.10	6.39	Plasma
DB57	IP.10	6.46	Plasma
CE15	IP.10	3.92	Plasma
DB59	IP.10	12.25	Plasma
IK28	IP.10	2.27	Plasma
EB25	IP.10	1.82	Plasma
EA49	IP.10	4.52	Plasma
EC72	IP.10	3.62	Plasma
M148.d0	IP.10	2.24	Plasma
P081.d0	IP.10	2.09	Plasma
M148.d31	IP.10	30.75	Plasma
P081.d31	IP.10	3	Plasma
AH74.d48	IP.10	4.87	Plasma
DI57.d48	IP.10	2.34	Plasma
T657.d48	IP.10	6.22	Plasma
P519.d48	IP.10	8.64	Plasma
AH74.d0	IP.10	2.38	Plasma
DI57.d0	IP.10	4.46	Plasma
T657.d0	IP.10	7.16	Plasma
P519.d0	IP.10	3.09	Plasma
IA66.d0	I.TAC	0.000224795541244219	Plasma
KF35.d0	I.TAC	0.029553077255247	Plasma
KG04.d0	I.TAC	0.00107274241208465	Plasma
KG56.d0	I.TAC	0.00812985300384683	Plasma
KT85.d0	I.TAC	0.000421608479280334	Plasma
KV82.d0	I.TAC	8.95188593420115e-06	Plasma
IA66.d35	I.TAC	70.14	Plasma
KF35.d35	I.TAC	23.32	Plasma
KG04.d35	I.TAC	53.23	Plasma
KG56.d35	I.TAC	21.46	Plasma
KT85.d35	I.TAC	78.51	Plasma
KV82.d35	I.TAC	32.38	Plasma
IA66.d125	I.TAC	0.00123383435388432	Plasma
KF35.d97	I.TAC	0.030856381466796	Plasma
KG04.d125	I.TAC	0.0192867167747457	Plasma
KG56.d125	I.TAC	0.0378148133482179	Plasma
KT85.d125	I.TAC	0.00149729294085958	Plasma
KV82.d125	I.TAC	0.0117396058589145	Plasma
IA66.10.mos	I.TAC	0.00422167098320006	Plasma
KF35.10.mos	I.TAC	0.0119310719716646	Plasma
KG04.10.mos	I.TAC	0.00424254023068992	Plasma
KG56.10.mos	I.TAC	0.0278394229180726	Plasma
KT85.10.mos	I.TAC	0.0128715125873542	Plasma
KV82.10.mos	I.TAC	0.0464135619367452	Plasma
MRN	I.TAC	0.00178333368261012	Plasma
M87	I.TAC	9.10187533122153e-05	Plasma
DF59	I.TAC	3.10305902464977e-06	Plasma
DERX	I.TAC	2.84166216546134e-05	Plasma
JAL	I.TAC	0.000486569420595641	Plasma
ZF36	I.TAC	21.47	Plasma
M1522	I.TAC	0.00206763832523592	Plasma
A6V084	I.TAC	0.0015598594286599	Plasma
MA5	I.TAC	0.0140164922524932	Plasma
MLB	I.TAC	48.74	Plasma
DECG	I.TAC	0.00838561687698446	Plasma
M1520	I.TAC	0.0208093573923802	Plasma
ZE88	I.TAC	10.35	Plasma
DF11	I.TAC	65.04	Plasma
M47	I.TAC	51.19	Plasma
X35	I.TAC	0.000951182288887454	Plasma
R32	I.TAC	18.47	Plasma
T19	I.TAC	0.0014117739986034	Plasma
PH0692	I.TAC	2.64278922436409e-06	Plasma
Animal.99R1458	I.TAC	9.61117303004833e-08	Plasma
Animal.98P009	I.TAC	9.42444941029741e-05	Plasma
Animal.1087	I.TAC	4.83377947787439e-05	Plasma
M1418	I.TAC	0.0337851745081558	Plasma
RQ6713	I.TAC	0.00017882817995958	Plasma
RQ6687	I.TAC	7.64211511579628e-07	Plasma
T75	I.TAC	70.26	Plasma
X19	I.TAC	0.00569011602494139	Plasma
T51	I.TAC	120.33	Plasma
IA66.7.mos	I.TAC	0.000473070120054095	Plasma
KF35.7.mos	I.TAC	0.00840623290788763	Plasma
KG04.7.mos	I.TAC	0.0367523151159672	Plasma
KG56.7.mos	I.TAC	14.52	Plasma
KT85.7.mos	I.TAC	0.00315967644818364	Plasma
JL80	I.TAC	0.00105006546675332	Plasma
JT67	I.TAC	0.0207314581498257	Plasma
KB32	I.TAC	2.24	Plasma
KC93	I.TAC	0.0181618047661221	Plasma
KF04	I.TAC	0.0140069904450993	Plasma
KI63	I.TAC	0.0274493458651182	Plasma
KA87	I.TAC	21.31	Plasma
KC07	I.TAC	0.000518498272769445	Plasma
JF27	I.TAC	0.000180249347959377	Plasma
JF82	I.TAC	0.000303311647194326	Plasma
JM03	I.TAC	0.0194050772979202	Plasma
JN22	I.TAC	0.0231578433065888	Plasma
JP70	I.TAC	0.00288151823935461	Plasma
JT22	I.TAC	0.0406959712278163	Plasma
JT94	I.TAC	52.41	Plasma
JI14	I.TAC	0.012356988442684	Plasma
JJ55	I.TAC	6.72	Plasma
CK62	I.TAC	1.43880366919414e-05	Plasma
DD23	I.TAC	0.00470061076226921	Plasma
EF54	I.TAC	0.000491741252431782	Plasma
DF53	I.TAC	3.65	Plasma
CM82	I.TAC	0.0231671310826694	Plasma
CR98	I.TAC	1.19	Plasma
DB57	I.TAC	0.043194773631839	Plasma
CE15	I.TAC	0.0280340630870384	Plasma
DB59	I.TAC	591.02	Plasma
IK28	I.TAC	0.000687786747637974	Plasma
EB25	I.TAC	0.05	Plasma
EA49	I.TAC	0.0123658235922442	Plasma
EC72	I.TAC	0.00406571409073621	Plasma
M148.d0	I.TAC	0.000575584682511837	Plasma
P081.d0	I.TAC	0.00844508001099717	Plasma
M148.d31	I.TAC	117.96	Plasma
P081.d31	I.TAC	24.23	Plasma
AH74.d48	I.TAC	0.000789466281521758	Plasma
DI57.d48	I.TAC	1.45922113717346e-05	Plasma
T657.d48	I.TAC	0.0224876318427916	Plasma
P519.d48	I.TAC	0.00119025186324933	Plasma
AH74.d0	I.TAC	0.0020458256386474	Plasma
DI57.d0	I.TAC	0.0240363954627909	Plasma
T657.d0	I.TAC	0.041769195452473	Plasma
P519.d0	I.TAC	1.72384008928102e-06	Plasma
IA66.d0	MCP.1	35.95	Plasma
KF35.d0	MCP.1	47.48	Plasma
KG04.d0	MCP.1	33.51	Plasma
KG56.d0	MCP.1	27.91	Plasma
KT85.d0	MCP.1	39.83	Plasma
KV82.d0	MCP.1	19.19	Plasma
IA66.d35	MCP.1	72.46	Plasma
KF35.d35	MCP.1	69.28	Plasma
KG04.d35	MCP.1	155.62	Plasma
KG56.d35	MCP.1	102.95	Plasma
KT85.d35	MCP.1	36.63	Plasma
KV82.d35	MCP.1	15.49	Plasma
IA66.d125	MCP.1	38.27	Plasma
KF35.d97	MCP.1	53.82	Plasma
KG04.d125	MCP.1	54.55	Plasma
KG56.d125	MCP.1	37.35	Plasma
KT85.d125	MCP.1	60.87	Plasma
KV82.d125	MCP.1	11.85	Plasma
IA66.10.mos	MCP.1	45.22	Plasma
KF35.10.mos	MCP.1	47.96	Plasma
KG04.10.mos	MCP.1	52.34	Plasma
KG56.10.mos	MCP.1	49.82	Plasma
KT85.10.mos	MCP.1	64.76	Plasma
KV82.10.mos	MCP.1	25.52	Plasma
MRN	MCP.1	138.64	Plasma
M87	MCP.1	62.77	Plasma
